country_id,region_code,region_name,name,postcode
NL,NL-DR,Drenthe,Aalden,
NL,NL-DR,Drenthe,Angelslo,
NL,NL-DR,Drenthe,Annen,
NL,NL-DR,Drenthe,Assen,
NL,NL-DR,Drenthe,Ballast,
NL,NL-DR,Drenthe,Barger-Oosterveld,
NL,NL-DR,Drenthe,Bargeres,
NL,NL-DR,Drenthe,Beilen,
NL,NL-DR,Drenthe,Borger,
NL,NL-DR,Drenthe,Coevorden,
NL,NL-DR,Drenthe,Dalen,
NL,NL-DR,Drenthe,"De Loo",
NL,NL-DR,Drenthe,"De Wijk",
NL,NL-DR,Drenthe,Diever,
NL,NL-DR,Drenthe,Dwingeloo,
NL,NL-DR,Drenthe,Eelde,
NL,NL-DR,Drenthe,Eext,
NL,NL-DR,Drenthe,Emmen,
NL,NL-DR,Drenthe,Emmer-Compascuum,
NL,NL-DR,Drenthe,Emmer-Erfscheidenveen,
NL,NL-DR,Drenthe,Emmerhout,
NL,NL-DR,Drenthe,Emmermeer,
NL,NL-DR,Drenthe,Emmerschans,
NL,NL-DR,Drenthe,Exloo,
NL,NL-DR,Drenthe,Gasselte,
NL,NL-DR,Drenthe,Gasselternijveen,
NL,NL-DR,Drenthe,"Gemeente Aa en Hunze",
NL,NL-DR,Drenthe,"Gemeente Assen",
NL,NL-DR,Drenthe,"Gemeente Borger-Odoorn",
NL,NL-DR,Drenthe,"Gemeente Coevorden",
NL,NL-DR,Drenthe,"Gemeente De Wolden",
NL,NL-DR,Drenthe,"Gemeente Emmen",
NL,NL-DR,Drenthe,"Gemeente Hoogeveen",
NL,NL-DR,Drenthe,"Gemeente Meppel",
NL,NL-DR,Drenthe,"Gemeente Midden-Drenthe",
NL,NL-DR,Drenthe,"Gemeente Noordenveld",
NL,NL-DR,Drenthe,"Gemeente Tynaarlo",
NL,NL-DR,Drenthe,"Gemeente Westerveld",
NL,NL-DR,Drenthe,Gieten,
NL,NL-DR,Drenthe,Havelte,
NL,NL-DR,Drenthe,Hoogeveen,
NL,NL-DR,Drenthe,Klazienaveen,
NL,NL-DR,Drenthe,Koekange,
NL,NL-DR,Drenthe,Krakeel,
NL,NL-DR,Drenthe,Marsdijk,
NL,NL-DR,Drenthe,Meppel,
NL,NL-DR,Drenthe,Nieuw-Buinen,
NL,NL-DR,Drenthe,Nieuw-Dordrecht,
NL,NL-DR,Drenthe,Nieuw-Roden,
NL,NL-DR,Drenthe,Noordbarge,
NL,NL-DR,Drenthe,Norg,
NL,NL-DR,Drenthe,Odoorn,
NL,NL-DR,Drenthe,Oosterhesselen,
NL,NL-DR,Drenthe,Paterswolde,
NL,NL-DR,Drenthe,Peelo,
NL,NL-DR,Drenthe,Peize,
NL,NL-DR,Drenthe,Roden,
NL,NL-DR,Drenthe,Rolde,
NL,NL-DR,Drenthe,Ruinen,
NL,NL-DR,Drenthe,Ruinerwold,
NL,NL-DR,Drenthe,Schoonebeek,
NL,NL-DR,Drenthe,Schoonoord,
NL,NL-DR,Drenthe,Sleen,
NL,NL-DR,Drenthe,"Tweede Exloermond",
NL,NL-DR,Drenthe,Tynaarlo,
NL,NL-DR,Drenthe,Uffelte,
NL,NL-DR,Drenthe,Valthe,
NL,NL-DR,Drenthe,Valthermond,
NL,NL-DR,Drenthe,Veenoord,
NL,NL-DR,Drenthe,Vledder,
NL,NL-DR,Drenthe,Vries,
NL,NL-DR,Drenthe,Weiteveen,
NL,NL-DR,Drenthe,Westerbork,
NL,NL-DR,Drenthe,Westlaren,
NL,NL-DR,Drenthe,Wolfsbos,
NL,NL-DR,Drenthe,Zuidlaren,
NL,NL-FL,Flevoland,"Almere Stad",
NL,NL-FL,Flevoland,Biddinghuizen,
NL,NL-FL,Flevoland,Dronten,
NL,NL-FL,Flevoland,Emmeloord,
NL,NL-FL,Flevoland,Ens,
NL,NL-FL,Flevoland,"Gemeente Almere",
NL,NL-FL,Flevoland,"Gemeente Dronten",
NL,NL-FL,Flevoland,"Gemeente Lelystad",
NL,NL-FL,Flevoland,"Gemeente Noordoostpolder",
NL,NL-FL,Flevoland,"Gemeente Urk",
NL,NL-FL,Flevoland,"Gemeente Zeewolde",
NL,NL-FL,Flevoland,Lelystad,
NL,NL-FL,Flevoland,Urk,
NL,NL-FL,Flevoland,Zeewolde,
NL,NL-FR,Friesland,Akkrum,
NL,NL-FR,Friesland,Aldeboarn,
NL,NL-FR,Friesland,Aldlan-Oost,
NL,NL-FR,Friesland,Appelscha,
